EVENTO,TIPO_EVENTO,CONTRATO,APELIDO,DESCRICAO,QUANTIDADE,
85,CADASTRO,RESENDE / SMA,IMPRESSORA MONOCROMÁTICO LASER –  PÁGINAS A4,BROTHER MULTIFUNCIONAL LASER MONO A4 MFC-L6912DW,61,"R$  275,4000"
85,CADASTRO,RESENDE / SMA,IMPRESSORA MONOCROMÁTICO LASER –  PÁGINAS A4,BROTHER MULTIFUNCIONAL LASER MONO A4 MFC-L6912DW,27,"R$  183,6000"
85,CADASTRO,RESENDE / SMA,IMPRESSORA  POLICROMÁTICO LASER –  PÁGINAS A4,KYOCERA MULTIFUNCIONAL ECOSYS_MA3500cix + 1x DF-5150 + HD-18,2,"R$  1.324,1200"
84,CADASTRO,CITINOVA,SWITCH 48 PORTAS GERENCIAVEL,"SWITCH 48 PORTAS GERENCIÁVEL. INSTALAÇÃO, DESINSTALAÇÃO, ESTABILIZADOR DE ENERGIA QUANDO NECESSÁRIO, CABEAMENTO DE REDE INCLUINDO FIBRA ÓTICA, CONFIGURAÇÃO (EM MÁQUINAS DO CONTRATADO, DE TERCEIROS OU DE PROPRIEDADE DA CONTRATANTE) SEM ÔNUS PARA O CONTRATANTE. AUMENTO DA CAPACIDADE, VELOCIDADE E CONECTIVIDADE SEM ÔNUS PARA O CONTRATANTE. ATENÇÃO: O CONTRATADO DEVERÁ DISPOR DE EQUIPAMENTO DE BACKUP EM ESTOQUE PARA TROCA EM CASO DE PANE EM NO MÁXIMO 4 (QUATRO) HORAS, 7 (SETE) DIAS POR SEMANA 24 (VINTE E QUATRO) HORAS POR DIA",4,"R$  283,8900"
84,CADASTRO,CITINOVA,Access point indor,"Access point indoor banda dupla mínimo 1750 Mbps. Instalação, desinstalação, estabilizador de energia quando necessário, cabeamento de rede incluindo fibra ótica, configuração (em máquinas do contratado, de terceiros ou de propriedade da contratante) sem ônus para o contratante. Atenção: o CONTRATADO deverá dispor de equipamento de backup em estoque para troca em caso de pane em no máximo 4 (quatro) horas. Aumento da capacidade, velocidade e conectividade sem ônus para o contratante",6,"R$  91,1800"
84,CADASTRO,CITINOVA,HD Externo portátil 2TB,"HD Externo portátil 2TB. Instalação, desinstalação, estabilizador de energia quando necessário, cabeamento de rede incluindo fibra ótica, configuração (em máquinas do contratado, de terceiros ou de propriedade da contratante) sem ônus para o contratante. Atenção: o CONTRATADO deverá dispor de equipamento de backup em estoque para troca em caso de pane em no máximo 4 (quatro) horas. Aumento da capacidade, velocidade e conectividade sem ônus para o contratante",5,"R$  29,2300"
84,CADASTRO,CITINOVA,No break 3000 VA,"No break 3000 VA. Atenção: o CONTRATADO deverá dispor de equipamento de backup em estoque para troca em caso de pane em no máximo 4 (quatro) horas, 7 (sete) dias por semana 24 (vinte e quatro) horas por dia. O CONTRATANTE definirá o tipo de entrada e saída de acordo com sua necessidade. Atenção: o CONTRATADO deverá dispor de equipamento de backup em estoque para troca em caso de pane em no máximo 4 (quatro) horas, 7 (sete) dias por semana 24 (vinte e quatro) horas por dia. Instalação, desinstalação, filtro de linha quando necessário, configuração (em máquinas do contratado, de terceiros ou de propriedade da contratante) sem ônus para o contratante",2,"R$  199,4600"
84,CADASTRO,CITINOVA,TV 65 polegadas,"TV 65 polegadas smart ou superior. Atenção: o CONTRATADO deverá dispor de equipamento de backup em estoque para troca em caso de pane em no máximo 4 (quatro) horas. Instalação, desinstalação, suportes, extensões, no break e estabilizador de energia quando necessário, cabeamento de rede incluindo fibra ótica, configuração (em máquinas do contratado, de terceiros ou de propriedade da contratante) sem ônus para o contratante",1,"R$  264,1100"
86,CADASTRO,SECRETARIA MUNICIPAL DE SEGURANÇA COM CIDADANIA−SEMUSC - 007-2022,MICROCOMPUTADOR,"Micro Desktop i5 ou AMD Ryzen 5 mínimo 2ª geração, memória 4GB, HD 500 GB, monitor 15”, Windows 10",20,"R$  221,7800"
86,CADASTRO,SECRETARIA MUNICIPAL DE SEGURANÇA COM CIDADANIA−SEMUSC - 007-2022,MICROCOMPUTADOR,"Micro Desktop i3 ou AMD Ryzen 3 mínimo 2ª geração, memória 4GB, HD 500 GB, monitor 15”, Windows 10",10,"R$                           173,9300"
86,CADASTRO,SECRETARIA MUNICIPAL DE SEGURANÇA COM CIDADANIA−SEMUSC - 007-2022,No break 700 VA.,,30,"R$                              41,9500"
87,ADITIVO DE PRAZO,SECRETARIA MUNICIPAL DE SEGURANÇA COM CIDADANIA−SEMUSC - 007-2022,MICROCOMPUTADOR,"Micro Desktop i5 ou AMD Ryzen 5 mínimo 2ª geração, memória 4GB, HD 500 GB, monitor 15”, Windows 10",20,"R$  221,7800"
87,ADITIVO DE PRAZO,SECRETARIA MUNICIPAL DE SEGURANÇA COM CIDADANIA−SEMUSC - 007-2022,MICROCOMPUTADOR,"Micro Desktop i3 ou AMD Ryzen 3 mínimo 2ª geração, memória 4GB, HD 500 GB, monitor 15”, Windows 10",10,"R$                           173,9300"
87,ADITIVO DE PRAZO,SECRETARIA MUNICIPAL DE SEGURANÇA COM CIDADANIA−SEMUSC - 007-2022,No break 700 VA.,,30,"R$                              41,9500"
88,ADITIVO DE PRAZO,SECRETARIA MUNICIPAL DE SEGURANÇA COM CIDADANIA−SEMUSC - 007-2022,MICROCOMPUTADOR,"Micro Desktop i5 ou AMD Ryzen 5 mínimo 2ª geração, memória 4GB, HD 500 GB, monitor 15”, Windows 10",20,"R$  221,7800"
88,ADITIVO DE PRAZO,SECRETARIA MUNICIPAL DE SEGURANÇA COM CIDADANIA−SEMUSC - 007-2022,MICROCOMPUTADOR,"Micro Desktop i3 ou AMD Ryzen 3 mínimo 2ª geração, memória 4GB, HD 500 GB, monitor 15”, Windows 10",10,"R$                           173,9300"
88,ADITIVO DE PRAZO,SECRETARIA MUNICIPAL DE SEGURANÇA COM CIDADANIA−SEMUSC - 007-2022,No break 700 VA.,,30,"R$                              41,9500"
89,APOSTILAMENTO,SECRETARIA MUNICIPAL DE SEGURANÇA COM CIDADANIA−SEMUSC - 007-2022,MICROCOMPUTADOR,"Micro Desktop i5 ou AMD Ryzen 5 mínimo 2ª geração, memória 4GB, HD 500 GB, monitor 15”, Windows 10",20,"R$                            235,4400"
89,APOSTILAMENTO,SECRETARIA MUNICIPAL DE SEGURANÇA COM CIDADANIA−SEMUSC - 007-2022,MICROCOMPUTADOR,"Micro Desktop i3 ou AMD Ryzen 3 mínimo 2ª geração, memória 4GB, HD 500 GB, monitor 15”, Windows 10",10,"R$                            184,6400"
89,APOSTILAMENTO,SECRETARIA MUNICIPAL DE SEGURANÇA COM CIDADANIA−SEMUSC - 007-2022,No break 700 VA.,,30,"R$                              44,5300"
90,ADITIVO DE PRAZO,SECRETARIA MUNICIPAL DE SEGURANÇA COM CIDADANIA−SEMUSC - 007-2022,MICROCOMPUTADOR,"Micro Desktop i5 ou AMD Ryzen 5 mínimo 2ª geração, memória 4GB, HD 500 GB, monitor 15”, Windows 10",20,"R$                            235,4400"
90,ADITIVO DE PRAZO,SECRETARIA MUNICIPAL DE SEGURANÇA COM CIDADANIA−SEMUSC - 007-2022,MICROCOMPUTADOR,"Micro Desktop i3 ou AMD Ryzen 3 mínimo 2ª geração, memória 4GB, HD 500 GB, monitor 15”, Windows 10",10,"R$                            184,6400"
90,ADITIVO DE PRAZO,SECRETARIA MUNICIPAL DE SEGURANÇA COM CIDADANIA−SEMUSC - 007-2022,No break 700 VA.,,30,"R$                              44,5300"
91,CADASTRO,CAMARA DE HORTOLANDIA,IMPRESSORA  POLICROMÁTICO –  PÁGINAS A3,KYOCERA TASKalfa3554ci +Scan Extension Kit(A) + DP -7150,2,
91,CADASTRO,CAMARA DE HORTOLANDIA,IMPRESSORA MONOCROMÁTICO –  PÁGINAS A4,KYOCERA ECOSYS MA4500ix + Scan Extension Kit(A),38,
91,CADASTRO,CAMARA DE HORTOLANDIA,IMPRESSORA  POLICROMÁTICO –  PÁGINAS A4,KYOCERA ECOSYS MA3500cix + Scan Extension Kit(A),2,
95,CADASTRO,FMS PB,SCANNER DE MESA VERTICAL TIPO DE DIGITALIZADOR,BROTHER ADS - 3600 W,25,"R$                            132,0000"
95,CADASTRO,FMS PB,IMPRESSORA MONOCROMÁTICO LASER –  PÁGINAS A4,KYOCERA ECOSYS P3145 DN,185,"R$                            124,1600"
98,ADITIVO DE REAJUSTE E PRAZO,CITINOVA,Notebook I7,"otebook I7 ou AMD Ryzen7 no mínimo 8ª geração, memória 8GB HD 1TB monitor 15”, Windows 10 ou superior. Aumento da capacidade do processamento (geração do processador), monitor, memória, HD ou tipo de HD, qualidade filtros de linha, extensões de energia sem ônus para o contratanteredes/intranet/ínternet incluindo cabos (de rede ou fibra ótica) e conectores, impressoras,acessórios, estabilizador, placas, Instalação/desinstalação de antivírus e softwares do contratante ou de terceiros, instalação e/ou configuração de em caso de pane em no máximo 4 (quatro) horas. Serviços integrados na locação do equipamento: sem ônus para o contratante. Atenção: o CONTRATADO deverá dispor de equipamento de backup e+A1:H45m estoque para troca da Webcam",30,"R$ 496,21"
98,ADITIVO DE REAJUSTE E PRAZO,CITINOVA,Micro Desktoop I7,"Micro Desktop I7 ou AMD Ryzen7 mínimo 3° geração, Memória 8GB HD 1TB monitor 19"", Windows 10 ou superior. Aumento da capacidade do processamento (geração do processador), monitor, memória, HD ou tipo de HD, inclusão de Webcam sem ônus para o contratante. Atenção: o CONTRATADO deverá dispor de equipamento de backup em estoque para troca em caso de pane em no máximo 4 (quatro) horas. Serviços integrados na locação do equipamento: Instalação/desinstalação de antivírus e softwares do contratante ou de terceiros, instalação e/ou configuração de redes/intraneí/internet incluindo cabos (de rede ou fibra ótica) e conectores, impressoras, acessórios, estabilizador, placas, filtros de linha, extensões de energia sem ônus para o contratante",25,"R$ 359,47"
98,ADITIVO DE REAJUSTE E PRAZO,CITINOVA,Switch 8 Portas,"Switch 8 Portas. Instalação, desinstalação, estabilizador de energia quando necessário, cabeamento de rede incluindo fibra ótica, configuração (em máquinas do contratado, de terceiros ou de propriedade da contratante) sem ônus para o contratante. Atenção: o CONTRATADO deverá dispor de equipamento de backup em estoque para troca em caso de pane em no máximo 4 (auatro) horas. Aumento da capacidade, velocidade e conectividade sem ônus para o contratante.",10,"R$ 12,45"
98,ADITIVO DE REAJUSTE E PRAZO,CITINOVA,SWITCH 48 PORTAS GERENCIAVEL,"SWITCH 48 PORTAS GERENCIÁVEL. INSTALAÇÃO, DESINSTALAÇÃO, ESTABILIZADOR DE ENERGIA QUANDO NECESSÁRIO, CABEAMENTO DE REDE INCLUINDO FIBRA ÓTICA, CONFIGURAÇÃO (EM MÁQUINAS DO CONTRATADO, DE TERCEIROS OU DE PROPRIEDADE DA CONTRATANTE) SEM ÔNUS PARA O CONTRATANTE. AUMENTO DA CAPACIDADE, VELOCIDADE E CONECTIVIDADE SEM ÔNUS PARA O CONTRATANTE. ATENÇÃO: O CONTRATADO DEVERÁ DISPOR DE EQUIPAMENTO DE BACKUP EM ESTOQUE PARA TROCA EM CASO DE PANE EM NO MÁXIMO 4 (QUATRO) HORAS, 7 (SETE) DIAS POR SEMANA 24 (VINTE E QUATRO) HORAS POR DIA",4,"R$ 263,45"
98,ADITIVO DE REAJUSTE E PRAZO,CITINOVA,Access point indor,"Access point indoor banda dupla mínimo 1750 Mbps. Instalação, desinstalação, estabilizador de energia quando necessário, cabeamento de rede incluindo fibra ótica, configuração (em máquinas do contratado, de terceiros ou de propriedade da contratante) sem ônus para o contratante. Atenção: o CONTRATADO deverá dispor de equipamento de backup em estoque para troca em caso de pane em no máximo 4 (quatro) horas. Aumento da capacidade, velocidade e conectividade sem ônus para o contratante",7,"R$ 84,62"
98,ADITIVO DE REAJUSTE E PRAZO,CITINOVA,HD Externo portátil 2TB,"HD Externo portátil 2TB. Instalação, desinstalação, estabilizador de energia quando necessário, cabeamento de rede incluindo fibra ótica, configuração (em máquinas do contratado, de terceiros ou de propriedade da contratante) sem ônus para o contratante. Atenção: o CONTRATADO deverá dispor de equipamento de backup em estoque para troca em caso de pane em no máximo 4 (quatro) horas. Aumento da capacidade, velocidade e conectividade sem ônus para o contratante",5,"R$ 27,13"
98,ADITIVO DE REAJUSTE E PRAZO,CITINOVA,No break 3000 VA,"No break 3000 VA. Atenção: o CONTRATADO deverá dispor de equipamento de backup em estoque para troca em caso de pane em no máximo 4 (quatro) horas, 7 (sete) dias por semana 24 (vinte e quatro) horas por dia. O CONTRATANTE definirá o tipo de entrada e saída de acordo com sua necessidade. Atenção: o CONTRATADO deverá dispor de equipamento de backup em estoque para troca em caso de pane em no máximo 4 (quatro) horas, 7 (sete) dias por semana 24 (vinte e quatro) horas por dia. Instalação, desinstalação, filtro de linha quando necessário, configuração (em máquinas do contratado, de terceiros ou de propriedade da contratante) sem ônus para o contratante",2,"R$ 185,10"
98,ADITIVO DE REAJUSTE E PRAZO,CITINOVA,TV 65 polegadas,"TV 65 polegadas smart ou superior. Atenção: o CONTRATADO deverá dispor de equipamento de backup em estoque para troca em caso de pane em no máximo 4 (quatro) horas. Instalação, desinstalação, suportes, extensões, no break e estabilizador de energia quando necessário, cabeamento de rede incluindo fibra ótica, configuração (em máquinas do contratado, de terceiros ou de propriedade da contratante) sem ônus para o contratante",1,"R$ 245,09"
95,CADASTRO,FMS PB,IMPRESSORA MONOCROMÁTICO –  PÁGINAS A4,Kyocera Ecosys M 2640idw/L,49,"R$                   207,41"
95,CADASTRO,FMS PB,IMPRESSORA MONOCROMÁTICO –  PÁGINAS A3,Kyocera Taskalfa 5004i,2,"R$ 1.000,00"
95,CADASTRO,FMS PB,IMPRESSORA  POLICROMÁTICO –  PÁGINAS A4,Kyocera Ecosys M 6635cidn,2,"R$ 500,00"
95,CADASTRO,FMS PB,IMPRESSORA LARGO FORMATO PLOTTER,Canon TM-300 MFP T36,1,"R$ 1.450,00"
99,ADITIVO DE REAJUSTE E PRAZO,CITINOVA,Notebook I7,"otebook I7 ou AMD Ryzen7 no mínimo 8ª geração, memória 8GB HD 1TB monitor 15”, Windows 10 ou superior. Aumento da capacidade do processamento (geração do processador), monitor, memória, HD ou tipo de HD, qualidade filtros de linha, extensões de energia sem ônus para o contratanteredes/intranet/ínternet incluindo cabos (de rede ou fibra ótica) e conectores, impressoras,acessórios, estabilizador, placas, Instalação/desinstalação de antivírus e softwares do contratante ou de terceiros, instalação e/ou configuração de em caso de pane em no máximo 4 (quatro) horas. Serviços integrados na locação do equipamento: sem ônus para o contratante. Atenção: o CONTRATADO deverá dispor de equipamento de backup e+A1:H45m estoque para troca da Webcam",30,"R$  515,1652"
99,ADITIVO DE REAJUSTE E PRAZO,CITINOVA,Micro Desktoop I7,"Micro Desktop I7 ou AMD Ryzen7 mínimo 3° geração, Memória 8GB HD 1TB monitor 19"", Windows 10 ou superior. Aumento da capacidade do processamento (geração do processador), monitor, memória, HD ou tipo de HD, inclusão de Webcam sem ônus para o contratante. Atenção: o CONTRATADO deverá dispor de equipamento de backup em estoque para troca em caso de pane em no máximo 4 (quatro) horas. Serviços integrados na locação do equipamento: Instalação/desinstalação de antivírus e softwares do contratante ou de terceiros, instalação e/ou configuração de redes/intraneí/internet incluindo cabos (de rede ou fibra ótica) e conectores, impressoras, acessórios, estabilizador, placas, filtros de linha, extensões de energia sem ônus para o contratante",25,"R$  373,2018"
99,ADITIVO DE REAJUSTE E PRAZO,CITINOVA,Switch 8 Portas,"Switch 8 Portas. Instalação, desinstalação, estabilizador de energia quando necessário, cabeamento de rede incluindo fibra ótica, configuração (em máquinas do contratado, de terceiros ou de propriedade da contratante) sem ônus para o contratante. Atenção: o CONTRATADO deverá dispor de equipamento de backup em estoque para troca em caso de pane em no máximo 4 (auatro) horas. Aumento da capacidade, velocidade e conectividade sem ônus para o contratante.",10,"R$  12,9256"
99,ADITIVO DE REAJUSTE E PRAZO,CITINOVA,SWITCH 48 PORTAS GERENCIAVEL,"SWITCH 48 PORTAS GERENCIÁVEL. INSTALAÇÃO, DESINSTALAÇÃO, ESTABILIZADOR DE ENERGIA QUANDO NECESSÁRIO, CABEAMENTO DE REDE INCLUINDO FIBRA ÓTICA, CONFIGURAÇÃO (EM MÁQUINAS DO CONTRATADO, DE TERCEIROS OU DE PROPRIEDADE DA CONTRATANTE) SEM ÔNUS PARA O CONTRATANTE. AUMENTO DA CAPACIDADE, VELOCIDADE E CONECTIVIDADE SEM ÔNUS PARA O CONTRATANTE. ATENÇÃO: O CONTRATADO DEVERÁ DISPOR DE EQUIPAMENTO DE BACKUP EM ESTOQUE PARA TROCA EM CASO DE PANE EM NO MÁXIMO 4 (QUATRO) HORAS, 7 (SETE) DIAS POR SEMANA 24 (VINTE E QUATRO) HORAS POR DIA",4,"R$  273,5138"
99,ADITIVO DE REAJUSTE E PRAZO,CITINOVA,Access point indor,"Access point indoor banda dupla mínimo 1750 Mbps. Instalação, desinstalação, estabilizador de energia quando necessário, cabeamento de rede incluindo fibra ótica, configuração (em máquinas do contratado, de terceiros ou de propriedade da contratante) sem ônus para o contratante. Atenção: o CONTRATADO deverá dispor de equipamento de backup em estoque para troca em caso de pane em no máximo 4 (quatro) horas. Aumento da capacidade, velocidade e conectividade sem ônus para o contratante",7,"R$  87,8525"
99,ADITIVO DE REAJUSTE E PRAZO,CITINOVA,HD Externo portátil 2TB,"HD Externo portátil 2TB. Instalação, desinstalação, estabilizador de energia quando necessário, cabeamento de rede incluindo fibra ótica, configuração (em máquinas do contratado, de terceiros ou de propriedade da contratante) sem ônus para o contratante. Atenção: o CONTRATADO deverá dispor de equipamento de backup em estoque para troca em caso de pane em no máximo 4 (quatro) horas. Aumento da capacidade, velocidade e conectividade sem ônus para o contratante",5,"R$  28,1664"
99,ADITIVO DE REAJUSTE E PRAZO,CITINOVA,No break 3000 VA,"No break 3000 VA. Atenção: o CONTRATADO deverá dispor de equipamento de backup em estoque para troca em caso de pane em no máximo 4 (quatro) horas, 7 (sete) dias por semana 24 (vinte e quatro) horas por dia. O CONTRATANTE definirá o tipo de entrada e saída de acordo com sua necessidade. Atenção: o CONTRATADO deverá dispor de equipamento de backup em estoque para troca em caso de pane em no máximo 4 (quatro) horas, 7 (sete) dias por semana 24 (vinte e quatro) horas por dia. Instalação, desinstalação, filtro de linha quando necessário, configuração (em máquinas do contratado, de terceiros ou de propriedade da contratante) sem ônus para o contratante",2,"R$  192,1708"
99,ADITIVO DE REAJUSTE E PRAZO,CITINOVA,TV 65 polegadas,"TV 65 polegadas smart ou superior. Atenção: o CONTRATADO deverá dispor de equipamento de backup em estoque para troca em caso de pane em no máximo 4 (quatro) horas. Instalação, desinstalação, suportes, extensões, no break e estabilizador de energia quando necessário, cabeamento de rede incluindo fibra ótica, configuração (em máquinas do contratado, de terceiros ou de propriedade da contratante) sem ônus para o contratante",1,"R$  254,4524"
100,ADITIVO DE PRAZO,CITINOVA,Notebook I7,"otebook I7 ou AMD Ryzen7 no mínimo 8ª geração, memória 8GB HD 1TB monitor 15”, Windows 10 ou superior. Aumento da capacidade do processamento (geração do processador), monitor, memória, HD ou tipo de HD, qualidade filtros de linha, extensões de energia sem ônus para o contratanteredes/intranet/ínternet incluindo cabos (de rede ou fibra ótica) e conectores, impressoras,acessórios, estabilizador, placas, Instalação/desinstalação de antivírus e softwares do contratante ou de terceiros, instalação e/ou configuração de em caso de pane em no máximo 4 (quatro) horas. Serviços integrados na locação do equipamento: sem ônus para o contratante. Atenção: o CONTRATADO deverá dispor de equipamento de backup e+A1:H45m estoque para troca da Webcam",30,"R$  515,1652"
100,ADITIVO DE PRAZO,CITINOVA,Micro Desktoop I7,"Micro Desktop I7 ou AMD Ryzen7 mínimo 3° geração, Memória 8GB HD 1TB monitor 19"", Windows 10 ou superior. Aumento da capacidade do processamento (geração do processador), monitor, memória, HD ou tipo de HD, inclusão de Webcam sem ônus para o contratante. Atenção: o CONTRATADO deverá dispor de equipamento de backup em estoque para troca em caso de pane em no máximo 4 (quatro) horas. Serviços integrados na locação do equipamento: Instalação/desinstalação de antivírus e softwares do contratante ou de terceiros, instalação e/ou configuração de redes/intraneí/internet incluindo cabos (de rede ou fibra ótica) e conectores, impressoras, acessórios, estabilizador, placas, filtros de linha, extensões de energia sem ônus para o contratante",25,"R$  373,2018"
100,ADITIVO DE PRAZO,CITINOVA,Switch 8 Portas,"Switch 8 Portas. Instalação, desinstalação, estabilizador de energia quando necessário, cabeamento de rede incluindo fibra ótica, configuração (em máquinas do contratado, de terceiros ou de propriedade da contratante) sem ônus para o contratante. Atenção: o CONTRATADO deverá dispor de equipamento de backup em estoque para troca em caso de pane em no máximo 4 (auatro) horas. Aumento da capacidade, velocidade e conectividade sem ônus para o contratante.",10,"R$  12,9256"
100,ADITIVO DE PRAZO,CITINOVA,SWITCH 48 PORTAS GERENCIAVEL,"SWITCH 48 PORTAS GERENCIÁVEL. INSTALAÇÃO, DESINSTALAÇÃO, ESTABILIZADOR DE ENERGIA QUANDO NECESSÁRIO, CABEAMENTO DE REDE INCLUINDO FIBRA ÓTICA, CONFIGURAÇÃO (EM MÁQUINAS DO CONTRATADO, DE TERCEIROS OU DE PROPRIEDADE DA CONTRATANTE) SEM ÔNUS PARA O CONTRATANTE. AUMENTO DA CAPACIDADE, VELOCIDADE E CONECTIVIDADE SEM ÔNUS PARA O CONTRATANTE. ATENÇÃO: O CONTRATADO DEVERÁ DISPOR DE EQUIPAMENTO DE BACKUP EM ESTOQUE PARA TROCA EM CASO DE PANE EM NO MÁXIMO 4 (QUATRO) HORAS, 7 (SETE) DIAS POR SEMANA 24 (VINTE E QUATRO) HORAS POR DIA",4,"R$  273,5138"
100,ADITIVO DE PRAZO,CITINOVA,Access point indor,"Access point indoor banda dupla mínimo 1750 Mbps. Instalação, desinstalação, estabilizador de energia quando necessário, cabeamento de rede incluindo fibra ótica, configuração (em máquinas do contratado, de terceiros ou de propriedade da contratante) sem ônus para o contratante. Atenção: o CONTRATADO deverá dispor de equipamento de backup em estoque para troca em caso de pane em no máximo 4 (quatro) horas. Aumento da capacidade, velocidade e conectividade sem ônus para o contratante",7,"R$  87,8525"
100,ADITIVO DE PRAZO,CITINOVA,HD Externo portátil 2TB,"HD Externo portátil 2TB. Instalação, desinstalação, estabilizador de energia quando necessário, cabeamento de rede incluindo fibra ótica, configuração (em máquinas do contratado, de terceiros ou de propriedade da contratante) sem ônus para o contratante. Atenção: o CONTRATADO deverá dispor de equipamento de backup em estoque para troca em caso de pane em no máximo 4 (quatro) horas. Aumento da capacidade, velocidade e conectividade sem ônus para o contratante",5,"R$  28,1664"
100,ADITIVO DE PRAZO,CITINOVA,No break 3000 VA,"No break 3000 VA. Atenção: o CONTRATADO deverá dispor de equipamento de backup em estoque para troca em caso de pane em no máximo 4 (quatro) horas, 7 (sete) dias por semana 24 (vinte e quatro) horas por dia. O CONTRATANTE definirá o tipo de entrada e saída de acordo com sua necessidade. Atenção: o CONTRATADO deverá dispor de equipamento de backup em estoque para troca em caso de pane em no máximo 4 (quatro) horas, 7 (sete) dias por semana 24 (vinte e quatro) horas por dia. Instalação, desinstalação, filtro de linha quando necessário, configuração (em máquinas do contratado, de terceiros ou de propriedade da contratante) sem ônus para o contratante",2,"R$  192,1708"
100,ADITIVO DE PRAZO,CITINOVA,TV 65 polegadas,"TV 65 polegadas smart ou superior. Atenção: o CONTRATADO deverá dispor de equipamento de backup em estoque para troca em caso de pane em no máximo 4 (quatro) horas. Instalação, desinstalação, suportes, extensões, no break e estabilizador de energia quando necessário, cabeamento de rede incluindo fibra ótica, configuração (em máquinas do contratado, de terceiros ou de propriedade da contratante) sem ônus para o contratante",1,"R$  254,4524"
96,ADITIVO DE PRAZO,FMS PB,SCANNER DE MESA VERTICAL TIPO DE DIGITALIZADOR,BROTHER ADS - 3600 W,25,"R$                            132,0000"
96,ADITIVO DE PRAZO,FMS PB,IMPRESSORA MONOCROMÁTICO LASER –  PÁGINAS A4,KYOCERA ECOSYS P3145 DN,185,"R$                            124,1600"
96,ADITIVO DE PRAZO,FMS PB,IMPRESSORA MONOCROMÁTICO –  PÁGINAS A4,Kyocera Ecosys M 2640idw/L,49,"R$                   207,41"
